datetime,symbol,open,high,low,close,volume
2023-03-23 20:30:00,NYSE:JNJ,151.175,151.69,150.11,151.13,9051510.0
2023-03-24 20:30:00,NYSE:JNJ,151.48,152.76,150.83,152.65,5696845.0
2023-03-27 20:30:00,NYSE:JNJ,154.2,154.54,153.11,153.3,6772282.0
2023-03-28 20:30:00,NYSE:JNJ,152.39,153.45,151.725,151.82,6115293.0
2023-03-29 20:30:00,NYSE:JNJ,152.24,153.38,152.07,153.31,6012030.0
2023-03-30 20:30:00,NYSE:JNJ,153.58,153.8,152.81,153.43,4555905.0
2023-03-31 20:30:00,NYSE:JNJ,153.79,155.19,153.24,155.0,9890047.0
2023-04-03 20:30:00,NYSE:JNJ,154.95,157.01,153.94,156.85,6841888.0
2023-04-04 20:30:00,NYSE:JNJ,156.97,158.97,156.59,158.49,8314527.0
2023-04-05 20:30:00,NYSE:JNJ,164.37,165.66,162.76,165.61,16704181.0
2023-04-06 20:30:00,NYSE:JNJ,165.99,167.23,164.8,165.15,9615407.0
2023-04-10 20:30:00,NYSE:JNJ,164.63,164.84,163.64,164.32,5353951.0
2023-04-11 20:30:00,NYSE:JNJ,164.42,165.28,164.0401,164.27,5903824.0
2023-04-12 20:30:00,NYSE:JNJ,163.94,164.84,163.1,163.92,5764240.0
2023-04-13 20:30:00,NYSE:JNJ,164.18,166.33,163.805,166.11,5640617.0
2023-04-14 20:30:00,NYSE:JNJ,165.97,166.115,164.06,165.84,7225127.0
2023-04-17 20:30:00,NYSE:JNJ,165.735,166.24,164.94,165.67,8046428.0
2023-04-18 20:30:00,NYSE:JNJ,164.25,164.69,159.65,161.01,14571485.0
2023-04-19 20:30:00,NYSE:JNJ,161.99,162.68,161.17,162.53,6752006.0
2023-04-20 20:30:00,NYSE:JNJ,162.43,163.82,160.96,163.58,9498768.0
2023-04-21 20:30:00,NYSE:JNJ,164.44,164.97,161.97,162.69,7014214.0
2023-04-24 20:30:00,NYSE:JNJ,162.69,163.805,161.87,163.68,5278892.0
2023-04-25 20:30:00,NYSE:JNJ,164.31,165.35,164.155,165.18,6263103.0
2023-04-26 20:30:00,NYSE:JNJ,164.09,164.39,162.24,162.62,5518174.0
2023-04-27 20:30:00,NYSE:JNJ,162.9,163.4067,162.13,163.0,5739700.0
2023-04-28 20:30:00,NYSE:JNJ,162.81,163.76,162.5566,163.7,6024864.0
2023-05-01 20:30:00,NYSE:JNJ,163.6,164.298,162.24,163.6,4893426.0
2023-05-02 20:30:00,NYSE:JNJ,164.34,165.48,163.555,165.03,7541724.0
2023-05-03 20:30:00,NYSE:JNJ,165.55,166.18,162.51,162.87,5937170.0
2023-05-04 20:30:00,NYSE:JNJ,162.68,162.9,161.25,162.13,5127992.0
2023-05-05 20:30:00,NYSE:JNJ,162.84,163.13,161.69,162.68,5194461.0
2023-05-08 20:30:00,NYSE:JNJ,161.99,162.57,161.34,162.31,4994929.0
2023-05-09 20:30:00,NYSE:JNJ,161.75,162.13,160.79,161.05,5520642.0
2023-05-10 20:30:00,NYSE:JNJ,161.2,161.97,160.06,161.65,6756629.0
2023-05-11 20:30:00,NYSE:JNJ,161.83,162.19,159.3901,160.99,5867620.0
2023-05-12 20:30:00,NYSE:JNJ,161.36,161.56,160.01,160.78,3904327.0
2023-05-15 20:30:00,NYSE:JNJ,160.8,161.03,158.94,159.55,5104486.0
2023-05-16 20:30:00,NYSE:JNJ,159.06,160.25,158.53,159.34,5599505.0
2023-05-17 20:30:00,NYSE:JNJ,159.79,160.055,157.77,158.99,6840687.0
2023-05-18 20:30:00,NYSE:JNJ,158.66,158.93,157.56,158.48,5172966.0
2023-05-19 20:30:00,NYSE:JNJ,158.59,159.9344,158.14,158.91,6527141.0
2023-05-22 20:30:00,NYSE:JNJ,158.0,159.14,156.78,156.87,5675927.0
2023-05-23 20:30:00,NYSE:JNJ,157.1,158.27,156.37,156.81,5793009.0
2023-05-24 20:30:00,NYSE:JNJ,157.08,157.14,155.92,156.66,5015148.0
2023-05-25 20:30:00,NYSE:JNJ,156.05,156.29,153.72,154.41,6886056.0
2023-05-26 20:30:00,NYSE:JNJ,154.69,155.275,154.2,154.35,6845396.0
2023-05-30 20:30:00,NYSE:JNJ,153.97,155.38,153.32,154.37,5593080.0
2023-05-31 20:30:00,NYSE:JNJ,154.695,155.69,153.85,155.06,11324588.0
2023-06-01 20:30:00,NYSE:JNJ,154.54,155.04,153.15,154.54,7901348.0
2023-06-02 20:30:00,NYSE:JNJ,154.72,157.31,154.09,156.97,7659721.0
2023-06-05 20:30:00,NYSE:JNJ,156.75,158.64,156.39,158.32,6828969.0
2023-06-06 20:30:00,NYSE:JNJ,159.58,159.61,157.4,158.18,5073642.0
2023-06-07 20:30:00,NYSE:JNJ,158.1,158.8,157.44,158.52,6504285.0
2023-06-08 20:30:00,NYSE:JNJ,158.5,160.42,157.82,160.26,5818952.0
2023-06-09 20:30:00,NYSE:JNJ,160.42,160.725,159.465,160.01,6264779.0
2023-06-12 20:30:00,NYSE:JNJ,160.0,160.25,158.73,159.9,6511261.0
2023-06-13 20:30:00,NYSE:JNJ,159.73,160.84,159.15,160.74,6066788.0
2023-06-14 20:30:00,NYSE:JNJ,161.6,162.08,160.98,161.56,6699139.0
2023-06-15 20:30:00,NYSE:JNJ,162.05,163.91,161.43,163.73,7138314.0
2023-06-16 20:30:00,NYSE:JNJ,164.48,164.99,163.87,164.23,13426606.0
2023-06-20 20:30:00,NYSE:JNJ,164.26,165.31,163.81,164.13,7996117.0
2023-06-21 20:30:00,NYSE:JNJ,163.58,164.92,162.69,163.88,7177549.0
2023-06-22 20:30:00,NYSE:JNJ,163.9,165.72,163.79,165.62,5486186.0
2023-06-23 20:30:00,NYSE:JNJ,166.11,166.27,165.03,165.48,9450724.0
2023-06-26 20:30:00,NYSE:JNJ,164.98,164.98,161.33,163.63,6978804.0
2023-06-27 20:30:00,NYSE:JNJ,163.68,163.88,162.44,163.29,4927711.0
2023-06-28 20:30:00,NYSE:JNJ,163.2,163.2,161.91,162.96,6780435.0
2023-06-29 20:30:00,NYSE:JNJ,162.64,164.32,162.23,164.1,4547514.0
2023-06-30 20:30:00,NYSE:JNJ,164.86,165.94,164.35,165.52,7580141.0
2023-07-03 20:30:00,NYSE:JNJ,164.34,164.39,162.96,163.35,4033713.0
2023-07-05 20:30:00,NYSE:JNJ,162.99,163.92,162.73,162.81,7225523.0
2023-07-06 20:30:00,NYSE:JNJ,162.25,162.37,161.0,161.6,6333687.0
2023-07-07 20:30:00,NYSE:JNJ,160.47,161.04,159.2,159.25,7022226.0
2023-07-10 20:30:00,NYSE:JNJ,159.43,160.3,159.0,159.51,5739364.0
2023-07-11 20:30:00,NYSE:JNJ,159.13,160.3,157.6,158.63,6606956.0
2023-07-12 20:30:00,NYSE:JNJ,158.94,158.94,157.88,158.08,6940442.0
2023-07-13 20:30:00,NYSE:JNJ,158.0,159.13,157.41,158.81,6401743.0
2023-07-14 20:30:00,NYSE:JNJ,159.18,160.225,158.98,159.87,5362237.0
2023-07-17 20:30:00,NYSE:JNJ,159.75,159.87,158.15,159.07,5488030.0
2023-07-18 20:30:00,NYSE:JNJ,159.07,160.89,158.19,159.06,6332509.0
2023-07-19 20:30:00,NYSE:JNJ,157.91,160.41,157.33,158.74,7522557.0
2023-07-20 20:30:00,NYSE:JNJ,161.94,169.14,161.3,168.38,21892881.0
2023-07-21 20:30:00,NYSE:JNJ,168.18,170.82,168.18,170.19,12079999.0
2023-07-24 20:30:00,NYSE:JNJ,171.5,173.82,170.99,171.08,15155446.0
2023-07-25 20:30:00,NYSE:JNJ,170.45,172.68,169.75,172.39,13790053.0
2023-07-26 20:30:00,NYSE:JNJ,172.0,173.85,171.4,172.72,14288173.0
2023-07-27 20:30:00,NYSE:JNJ,172.18,174.29,172.04,173.69,12446386.0
2023-07-28 20:30:00,NYSE:JNJ,174.0,175.36,173.23,174.48,14138839.0
2023-07-31 20:30:00,NYSE:JNJ,169.69,170.22,166.71,167.53,22632720.0
2023-08-01 20:30:00,NYSE:JNJ,166.365,169.09,166.06,168.89,15811545.0
2023-08-02 20:30:00,NYSE:JNJ,168.85,171.24,168.85,169.91,14599264.0
2023-08-03 20:30:00,NYSE:JNJ,169.95,171.32,169.67,170.64,17425230.0
2023-08-04 20:30:00,NYSE:JNJ,170.34,172.68,167.89,169.04,23415053.0
2023-08-07 20:30:00,NYSE:JNJ,169.49,173.34,169.36,173.1,17736444.0
2023-08-08 20:30:00,NYSE:JNJ,172.99,173.55,171.39,173.18,27378701.0
2023-08-09 20:30:00,NYSE:JNJ,173.0,174.25,172.05,173.07,42974372.0
2023-08-10 20:30:00,NYSE:JNJ,174.0,175.97,171.64,172.17,48213840.0
2023-08-11 20:30:00,NYSE:JNJ,172.48,173.95,171.62,173.85,45905612.0
2023-08-14 20:30:00,NYSE:JNJ,173.52,175.6,171.75,173.44,64036947.0
2023-08-15 20:30:00,NYSE:JNJ,172.8,174.56,172.14,172.94,88924923.0
2023-08-16 20:30:00,NYSE:JNJ,172.53,174.73,172.13,172.39,85594288.0
2023-08-17 20:30:00,NYSE:JNJ,172.86,175.39,172.76,174.01,70904183.0
2023-08-18 20:30:00,NYSE:JNJ,173.17,173.99,171.31,172.49,49631742.0
2023-08-21 20:30:00,NYSE:JNJ,169.69,169.85,165.96,167.35,151319484.0
2023-08-22 20:30:00,NYSE:JNJ,166.86,167.84,165.41,166.02,56835372.0
2023-08-23 20:30:00,NYSE:JNJ,165.9,166.5,163.47,164.53,119011431.0
2023-08-24 20:30:00,NYSE:JNJ,164.03,166.67,163.86,165.09,70755064.0
2023-08-25 20:30:00,NYSE:JNJ,164.3,167.78,164.06,166.25,18185517.0
2023-08-28 20:30:00,NYSE:JNJ,165.0,166.21,163.165,164.29,18457993.0
2023-08-29 20:30:00,NYSE:JNJ,164.87,165.68,162.77,164.31,12208612.0
2023-08-30 20:30:00,NYSE:JNJ,165.11,165.83,163.68,163.73,9939097.0
2023-08-31 20:30:00,NYSE:JNJ,163.37,163.57,161.279,161.68,15332999.0
2023-09-01 20:30:00,NYSE:JNJ,161.42,162.48,160.015,160.48,8610052.0
2023-09-05 20:30:00,NYSE:JNJ,160.56,161.97,160.28,160.68,9019777.0
2023-09-06 20:30:00,NYSE:JNJ,159.84,160.0,157.35,158.01,9753833.0
2023-09-07 20:30:00,NYSE:JNJ,159.14,161.06,158.98,160.03,9931811.0
2023-09-08 20:30:00,NYSE:JNJ,159.59,160.68,159.19,160.56,6958201.0
2023-09-11 20:30:00,NYSE:JNJ,161.06,162.69,160.45,162.66,6309295.0
2023-09-12 20:30:00,NYSE:JNJ,162.22,163.925,161.53,163.58,6045756.0
2023-09-13 20:30:00,NYSE:JNJ,163.76,164.95,163.0,163.99,7397520.0
2023-09-14 20:30:00,NYSE:JNJ,164.68,165.27,163.44,163.74,7758552.0
2023-09-15 20:30:00,NYSE:JNJ,163.98,164.82,161.21,161.45,13392074.0
2023-09-18 20:30:00,NYSE:JNJ,162.12,163.145,160.75,162.47,5789146.0
2023-09-19 20:30:00,NYSE:JNJ,162.25,162.85,161.38,162.2,5550851.0
2023-09-20 20:30:00,NYSE:JNJ,162.19,163.5354,161.66,162.91,3837595.0
2023-09-21 20:30:00,NYSE:JNJ,162.57,163.5,161.59,161.66,4526772.0
2023-09-22 20:30:00,NYSE:JNJ,161.3,161.4,160.25,160.5,4977354.0
2023-09-25 20:30:00,NYSE:JNJ,160.07,160.36,158.73,160.26,6722584.0
2023-09-26 20:30:00,NYSE:JNJ,159.81,160.08,158.86,159.02,4904860.0
2023-09-27 20:30:00,NYSE:JNJ,158.58,158.76,155.255,157.11,10210686.0
2023-09-28 20:30:00,NYSE:JNJ,157.5,157.96,156.22,156.88,7861879.0
2023-09-29 20:30:00,NYSE:JNJ,157.37,157.6,155.35,155.75,7680711.0
2023-10-02 20:30:00,NYSE:JNJ,155.42,155.42,153.32,155.15,7259935.0
2023-10-03 20:30:00,NYSE:JNJ,154.68,155.495,153.89,155.34,5741035.0
2023-10-04 20:30:00,NYSE:JNJ,155.57,155.93,154.57,155.52,4955308.0
2023-10-05 20:30:00,NYSE:JNJ,156.27,158.0399,156.07,157.14,5993541.0
2023-10-06 20:30:00,NYSE:JNJ,157.08,158.3,156.59,157.64,5802226.0
2023-10-09 20:30:00,NYSE:JNJ,157.18,158.88,157.09,158.54,4414322.0
2023-10-10 20:30:00,NYSE:JNJ,158.38,159.27,157.9,158.36,5273531.0
2023-10-11 20:30:00,NYSE:JNJ,158.46,159.05,156.04,156.18,6922907.0
2023-10-12 20:30:00,NYSE:JNJ,155.92,156.5599,155.0663,156.33,5792419.0
2023-10-13 20:30:00,NYSE:JNJ,156.73,157.36,156.05,156.85,5360347.0
2023-10-16 20:30:00,NYSE:JNJ,157.82,158.25,156.84,157.53,6408142.0
2023-10-17 20:30:00,NYSE:JNJ,155.98,158.9499,154.6085,156.09,12244374.0
2023-10-18 20:30:00,NYSE:JNJ,155.41,155.95,152.05,152.73,9097348.0
2023-10-19 20:30:00,NYSE:JNJ,151.67,153.1093,150.15,152.32,7733790.0
2023-10-20 20:30:00,NYSE:JNJ,152.74,153.87,152.33,153.0,7206976.0
2023-10-23 20:30:00,NYSE:JNJ,152.86,153.5,151.21,151.39,5873981.0
2023-10-24 20:30:00,NYSE:JNJ,150.75,151.96,150.13,151.23,6155269.0
2023-10-25 20:30:00,NYSE:JNJ,151.24,152.17,150.23,151.57,5880816.0
2023-10-26 20:30:00,NYSE:JNJ,151.97,151.97,148.88,149.0,7612507.0
2023-10-27 20:30:00,NYSE:JNJ,148.49,148.66,144.95,145.6,11385751.0
2023-10-30 20:30:00,NYSE:JNJ,146.09,147.24,146.0,147.03,8205509.0
2023-10-31 20:30:00,NYSE:JNJ,147.54,148.545,146.6416,148.34,7577017.0
2023-11-01 20:30:00,NYSE:JNJ,149.19,149.76,148.46,148.69,5732973.0
2023-11-02 20:30:00,NYSE:JNJ,147.71,150.4,147.54,150.24,5349097.0
2023-11-03 20:30:00,NYSE:JNJ,151.21,152.27,150.145,151.34,4926765.0
2023-11-06 21:30:00,NYSE:JNJ,151.78,152.425,151.37,151.7,4851421.0
2023-11-07 21:30:00,NYSE:JNJ,151.93,152.25,150.68,150.9,4840590.0
2023-11-08 21:30:00,NYSE:JNJ,151.35,151.83,150.34,150.35,5460167.0
2023-11-09 21:30:00,NYSE:JNJ,150.5,150.5,147.26,147.42,6973598.0
2023-11-10 21:30:00,NYSE:JNJ,148.25,148.5,145.64,147.25,6931611.0
2023-11-13 21:30:00,NYSE:JNJ,147.25,147.9,146.65,147.63,5889367.0
2023-11-14 21:30:00,NYSE:JNJ,147.64,148.54,146.97,147.66,6713647.0
2023-11-15 21:30:00,NYSE:JNJ,147.35,149.42,147.27,148.8,6729120.0
2023-11-16 21:30:00,NYSE:JNJ,149.5,150.17,148.64,150.1,6875566.0
2023-11-17 21:30:00,NYSE:JNJ,150.55,150.785,149.065,149.79,7025544.0
2023-11-20 21:30:00,NYSE:JNJ,147.91,150.4,147.54,149.91,8860472.0
2023-11-21 21:30:00,NYSE:JNJ,150.1,151.29,149.61,151.12,5916344.0
2023-11-22 21:30:00,NYSE:JNJ,151.63,152.04,150.39,150.82,4635503.0
2023-11-24 21:30:00,NYSE:JNJ,150.86,152.6794,150.86,152.5,3351448.0
2023-11-27 21:30:00,NYSE:JNJ,152.29,152.32,150.97,151.28,6449740.0
2023-11-28 21:30:00,NYSE:JNJ,151.4,151.81,150.84,151.63,5909044.0
2023-11-29 21:30:00,NYSE:JNJ,151.33,152.2,151.07,152.11,5190026.0
2023-11-30 21:30:00,NYSE:JNJ,152.26,155.14,151.92,154.66,12481867.0
2023-12-01 21:30:00,NYSE:JNJ,156.44,158.46,155.47,158.38,10342901.0
2023-12-04 21:30:00,NYSE:JNJ,158.0,160.02,158.0,158.88,8920279.0
2023-12-05 21:30:00,NYSE:JNJ,158.8,159.63,158.22,158.55,7268151.0
2023-12-06 21:30:00,NYSE:JNJ,158.52,158.6592,156.17,156.62,6642891.0
2023-12-07 21:30:00,NYSE:JNJ,156.58,156.58,154.71,155.4,6532388.0
2023-12-08 21:30:00,NYSE:JNJ,155.42,155.85,153.84,154.42,6254673.0
2023-12-11 21:30:00,NYSE:JNJ,154.5,155.48,154.35,155.06,6090360.0
2023-12-12 21:30:00,NYSE:JNJ,155.0,155.32,153.65,155.07,5324406.0
2023-12-13 21:30:00,NYSE:JNJ,153.66,155.94,151.77,155.79,10764575.0
2023-12-14 21:30:00,NYSE:JNJ,156.47,157.16,155.0474,156.87,9240800.0
2023-12-15 21:30:00,NYSE:JNJ,155.49,156.69,153.76,155.16,21727754.0
2023-12-18 21:30:00,NYSE:JNJ,155.21,156.44,154.76,155.44,7231383.0
2023-12-19 21:30:00,NYSE:JNJ,155.3,156.5,154.94,156.46,6651744.0
2023-12-20 21:30:00,NYSE:JNJ,156.54,156.66,153.11,153.27,7008313.0
2023-12-21 21:30:00,NYSE:JNJ,153.69,155.13,153.3,154.84,4598843.0
2023-12-22 21:30:00,NYSE:JNJ,155.25,156.53,155.02,155.46,3798865.0
2023-12-26 21:30:00,NYSE:JNJ,155.0,156.35,154.85,156.14,4170190.0
2023-12-27 21:30:00,NYSE:JNJ,155.5,156.52,155.42,156.35,5288101.0
2023-12-28 21:30:00,NYSE:JNJ,156.0,157.24,155.99,156.58,4377535.0
2023-12-29 21:30:00,NYSE:JNJ,156.51,156.9,155.98,156.74,4313691.0
2024-01-02 21:30:00,NYSE:JNJ,156.93,161.6393,156.79,159.97,9622108.0
2024-01-03 21:30:00,NYSE:JNJ,160.64,161.44,159.8,160.97,8231987.0
2024-01-04 21:30:00,NYSE:JNJ,161.59,161.98,160.42,160.63,6766641.0
2024-01-05 21:30:00,NYSE:JNJ,160.5,161.34,159.47,161.13,5602564.0
2024-01-08 21:30:00,NYSE:JNJ,161.1,161.66,159.61,161.53,6569810.0
2024-01-09 21:30:00,NYSE:JNJ,161.63,163.28,160.595,161.63,6357014.0
2024-01-10 21:30:00,NYSE:JNJ,161.825,162.62,161.2,161.87,4945088.0
2024-01-11 21:30:00,NYSE:JNJ,162.07,162.199,160.78,161.15,4946015.0
2024-01-12 21:30:00,NYSE:JNJ,161.84,162.47,161.69,162.39,4496942.0
2024-01-16 21:30:00,NYSE:JNJ,161.57,162.25,160.18,160.52,6923174.0
2024-01-17 21:30:00,NYSE:JNJ,160.25,161.3,159.87,160.43,5072104.0
2024-01-18 21:30:00,NYSE:JNJ,160.0,161.37,159.69,161.21,5368502.0
2024-01-19 21:30:00,NYSE:JNJ,161.15,161.9226,160.28,161.68,7071320.0
2024-01-22 21:30:00,NYSE:JNJ,162.0,163.58,161.34,162.47,6824156.0
2024-01-23 21:30:00,NYSE:JNJ,159.66,160.5075,156.91,159.81,9149777.0
2024-01-24 21:30:00,NYSE:JNJ,159.75,160.6,158.16,158.96,7247926.0
2024-01-25 21:30:00,NYSE:JNJ,159.0,159.62,158.47,159.56,5478898.0
2024-01-26 21:30:00,NYSE:JNJ,160.43,160.74,159.3601,159.5,5591930.0
2024-01-29 21:30:00,NYSE:JNJ,159.01,160.0699,158.96,159.36,6483190.0
2024-01-30 21:30:00,NYSE:JNJ,159.35,159.76,158.13,158.77,7200538.0
2024-01-31 21:30:00,NYSE:JNJ,160.4,160.62,158.67,158.9,8257029.0
2024-02-01 21:30:00,NYSE:JNJ,158.16,158.49,157.05,158.36,8012122.0
2024-02-02 21:30:00,NYSE:JNJ,157.97,158.31,155.94,156.61,8295916.0
2024-02-05 21:30:00,NYSE:JNJ,156.61,156.89,155.34,155.8,9121808.0
2024-02-06 21:30:00,NYSE:JNJ,155.83,158.73,155.6,158.06,9230611.0
2024-02-07 21:30:00,NYSE:JNJ,157.8,159.37,157.69,157.98,8690294.0
2024-02-08 21:30:00,NYSE:JNJ,157.34,157.34,155.31,156.4,9754960.0
2024-02-09 21:30:00,NYSE:JNJ,156.27,157.2,155.67,156.76,6529202.0
2024-02-12 21:30:00,NYSE:JNJ,156.58,158.41,156.35,157.85,6701508.0
2024-02-13 21:30:00,NYSE:JNJ,157.64,158.45,155.75,156.47,8621022.0
2024-02-14 21:30:00,NYSE:JNJ,156.35,156.46,154.84,155.74,9098805.0
2024-02-15 21:30:00,NYSE:JNJ,155.98,158.475,155.89,157.92,7462529.0
2024-02-16 21:30:00,NYSE:JNJ,156.6,157.255,155.67,156.55,8540961.0
2024-02-20 21:30:00,NYSE:JNJ,156.56,158.61,156.44,157.86,9501742.0
2024-02-21 21:30:00,NYSE:JNJ,158.02,158.69,157.1312,158.68,7473300.0
2024-02-22 21:30:00,NYSE:JNJ,158.98,160.74,157.77,160.45,8065010.0
2024-02-23 21:30:00,NYSE:JNJ,160.88,162.25,160.16,161.84,6725963.0
2024-02-26 21:30:00,NYSE:JNJ,161.8,162.01,160.57,160.79,5465417.0
2024-02-27 21:30:00,NYSE:JNJ,160.34,161.04,159.64,160.98,5078650.0
2024-02-28 21:30:00,NYSE:JNJ,161.0,161.61,160.29,161.55,6071076.0
2024-02-29 21:30:00,NYSE:JNJ,162.0,162.19,160.94,161.38,9849270.0
2024-03-01 21:30:00,NYSE:JNJ,161.83,162.57,161.09,162.12,5670135.0
2024-03-04 21:30:00,NYSE:JNJ,161.32,161.61,158.27,159.84,8533083.0
2024-03-05 21:30:00,NYSE:JNJ,160.62,161.24,159.2,159.97,8298182.0
2024-03-06 21:30:00,NYSE:JNJ,159.46,160.93,159.22,159.34,5773683.0
2024-03-07 21:30:00,NYSE:JNJ,160.0,160.36,158.24,158.87,5188726.0
2024-03-08 21:30:00,NYSE:JNJ,158.87,160.39,158.425,159.52,5283951.0
2024-03-11 20:30:00,NYSE:JNJ,159.49,161.32,158.88,161.23,4620826.0
2024-03-12 20:30:00,NYSE:JNJ,161.58,163.11,161.13,162.74,8018736.0
2024-03-13 20:30:00,NYSE:JNJ,162.53,162.68,159.81,161.1,6260000.0
2024-03-14 20:30:00,NYSE:JNJ,160.94,161.54,158.69,159.21,6988264.0
2024-03-15 20:30:00,NYSE:JNJ,158.06,159.19,157.1,158.18,13165500.0
2024-03-18 20:30:00,NYSE:JNJ,158.57,158.69,156.5,156.76,6602255.0
2024-03-19 20:30:00,NYSE:JNJ,156.67,156.86,155.66,156.21,7840624.0
2024-03-20 20:30:00,NYSE:JNJ,155.7,156.44,155.21,155.76,5982304.0
2024-03-21 20:30:00,NYSE:JNJ,155.59,156.95,155.1,155.75,5915777.0
2024-03-22 20:30:00,NYSE:JNJ,155.69,156.36,155.11,155.23,7248622.0
2024-03-25 20:30:00,NYSE:JNJ,155.4,155.9836,154.9,155.22,7498100.0
2024-03-26 20:30:00,NYSE:JNJ,155.61,156.23,154.76,155.77,6864099.0
